Name,Artist,Album,Track Number
"Slow Dive","Young the Giant","Mind Over Matter","1"
"Anagram","Young the Giant","Mind Over Matter","2"
"It's About Time","Young the Giant","Mind Over Matter","3"
"Crystallized","Young the Giant","Mind Over Matter","4"
"Mind Over Matter","Young the Giant","Mind Over Matter","5"
"Daydreamer","Young the Giant","Mind Over Matter","6"
"Firelight","Young the Giant","Mind Over Matter","7"
"Camera","Young the Giant","Mind Over Matter","8"
"In My Home","Young the Giant","Mind Over Matter","9"
"Eros","Young the Giant","Mind Over Matter","10"
"Teachers","Young the Giant","Mind Over Matter","11"
"Waves","Young the Giant","Mind Over Matter","12"
"Paralysis","Young the Giant","Mind Over Matter","13"
"Safe With Me","Sam Smith","Nirvana","1"
"Nirvana","Sam Smith","Nirvana","2"
"I've Told You Now (Live At St Pancras Old Church, London)","Sam Smith","Nirvana","3"
"Latch","Sam Smith","Nirvana","4"
"Together","Sam Smith","Nirvana","5"
"Money On My Mind","Sam Smith","Nirvana","6"
"Nirvana (Harry Fraud Remix)","Sam Smith","Nirvana","7"
"Brave Men (feat. Eskobars)","Gramatik","The Age of Reason","1"
"Torture (feat. Eric Krasno)","Gramatik","The Age of Reason","2"
"Bluestep","Gramatik","The Age of Reason","3"
"Pardon My French","Gramatik","The Age of Reason","4"
"We Used to Dream (feat. Exmag & Gibbz)","Gramatik","The Age of Reason","5"
"You Don't Understand","Gramatik","The Age of Reason","6"
"Obviously (feat. Cherub and Exmag)","Gramatik","The Age of Reason","7"
"Control Room Before You (feat. ILLUMNTR)","Gramatik","The Age of Reason","8"
"Prime Time","Gramatik","The Age of Reason","9"
"Just Jammin' NYC (feat. Exmag)","Gramatik","The Age of Reason","11"
"Expect Us","Gramatik","The Age of Reason","12"
"Faraway (feat. Orlando Napier)","Gramatik","The Age of Reason","13"
"No Turning Back","Gramatik","The Age of Reason","14"
"It's Just a Ride","Gramatik","The Age of Reason","15"
"So Sleepy","Fiona Apple F/ Jon Brion And The Punch Brothers","Chickens in Love","3"
"Awake","Tycho","Awake","1"
"Montana","Tycho","Awake","2"
"L","Tycho","Awake","3"
"Dye","Tycho","Awake","4"
"See","Tycho","Awake","5"
"Apogee","Tycho","Awake","6"
"Spectre","Tycho","Awake","7"
"Plains","Tycho","Awake","8"
"I'm Torn Up","St. Paul & The Broken Bones","Half the City","1"
"Don't Mean a Thing","St. Paul & The Broken Bones","Half the City","2"
"Call Me","St. Paul & The Broken Bones","Half the City","3"
"Like a Mighty River","St. Paul & The Broken Bones","Half the City","4"
"That Glow","St. Paul & The Broken Bones","Half the City","5"
"Broken Bones & Pocket Change","St. Paul & The Broken Bones","Half the City","6"
"Sugar Dyed","St. Paul & The Broken Bones","Half the City","7"
"Half the City","St. Paul & The Broken Bones","Half the City","8"
"Grass Is Greener","St. Paul & The Broken Bones","Half the City","9"
"Let It Be So","St. Paul & The Broken Bones","Half the City","10"
"Dixie Rothko","St. Paul & The Broken Bones","Half the City","11"
"It's Midnight","St. Paul & The Broken Bones","Half the City","12"
"Argentina (Parts I, II and III)","Tokyo Police Club","Forcefield","1"
"Hot Tonight","Tokyo Police Club","Forcefield","2"
"Miserable","Tokyo Police Club","Forcefield","3"
"Gonna Be Ready","Tokyo Police Club","Forcefield","4"
"Beaches","Tokyo Police Club","Forcefield","5"
"Toy Guns","Tokyo Police Club","Forcefield","6"
"Tunnel Vision","Tokyo Police Club","Forcefield","7"
"Through the Wire","Tokyo Police Club","Forcefield","8"
"Feel the Effect","Tokyo Police Club","Forcefield","9"
"Hey Mami","Sylvan Esso","Sylvan Esso","1"
"Could I Be","Sylvan Esso","Sylvan Esso","3"
"Wolf","Sylvan Esso","Sylvan Esso","4"
"Dress","Sylvan Esso","Sylvan Esso","5"
"H.S.K.T.","Sylvan Esso","Sylvan Esso","6"
"Coffee","Sylvan Esso","Sylvan Esso","7"
"Uncatena","Sylvan Esso","Sylvan Esso","8"
"Play It Right","Sylvan Esso","Sylvan Esso","9"
"Come Down","Sylvan Esso","Sylvan Esso","10"
"Never Wanna Know","MØ","No Mythologies to Follow","3"
"Red in the Grey","MØ","No Mythologies to Follow","4"
"Waste of Time","MØ","No Mythologies to Follow","7"
"XXX 88","MØ","No Mythologies to Follow","9"
"Glass","MØ","No Mythologies to Follow","12"
"Dummy Head","MØ","No Mythologies to Follow","14"
"The Sea (Night Version)","MØ","No Mythologies to Follow","20"
"Travel With Me","Misun","Travel With Me / Sleep - Single","1"
"Sleep","Misun","Travel With Me / Sleep - Single","2"
"Seasons (Waiting On You)","Future Islands","Singles","1"
"Spirit","Future Islands","Singles","2"
"Sun in the Morning","Future Islands","Singles","3"
"Doves","Future Islands","Singles","4"
"Back in the Tall Grass","Future Islands","Singles","5"
"A Song For Our Grandfathers","Future Islands","Singles","6"
"Light House","Future Islands","Singles","7"
"Like the Moon","Future Islands","Singles","8"
"Fall From Grace","Future Islands","Singles","9"
"A Dream of You and Me","Future Islands","Singles","10"
"Salad Days","Mac Demarco","Salad Days","1"
"Blue Boy","Mac Demarco","Salad Days","2"
"Brother","Mac Demarco","Salad Days","3"
"Let Her Go","Mac Demarco","Salad Days","4"
"Goodbye Weekend","Mac Demarco","Salad Days","5"
"Let My Baby Stay","Mac Demarco","Salad Days","6"
"Passing Out Pieces","Mac Demarco","Salad Days","7"
"Treat Her Better","Mac Demarco","Salad Days","8"
"Chamber Of Reflection","Mac Demarco","Salad Days","9"
"Go Easy","Mac Demarco","Salad Days","10"
"Jonny's Odyssey","Mac Demarco","Salad Days","11"
"Time2","Pharoahe Monch","PTSD - Post Traumatic Stress Disorder","2"
"Losing My Mind (feat. dEnAuN)","Pharoahe Monch","PTSD - Post Traumatic Stress Disorder","3"
"Heroin Addict","Pharoahe Monch","PTSD - Post Traumatic Stress Disorder","4"
"Damage","Pharoahe Monch","PTSD - Post Traumatic Stress Disorder","5"
"Bad M.F.","Pharoahe Monch","PTSD - Post Traumatic Stress Disorder","6"
"Rapid Eye Movement (feat. Black Thought)","Pharoahe Monch","PTSD - Post Traumatic Stress Disorder","8"
"Scream","Pharoahe Monch","PTSD - Post Traumatic Stress Disorder","9"
"The Jungle","Pharoahe Monch","PTSD - Post Traumatic Stress Disorder","11"
"Broken Again","Pharoahe Monch","PTSD - Post Traumatic Stress Disorder","12"
"Post Traumatic Stress Disorder","Pharoahe Monch","PTSD - Post Traumatic Stress Disorder","13"
"D.R.E.A.M. (feat. Talib Kweli)","Pharoahe Monch","PTSD - Post Traumatic Stress Disorder","14"
"Eht Dnarg Noisulli (feat. The Stepkids)","Pharoahe Monch","PTSD - Post Traumatic Stress Disorder","16"
"Stand Your Ground","Pharoahe Monch","PTSD - Post Traumatic Stress Disorder","17"
"Let Go (feat. Kele & MNDR)","RAC","Strangers","1"
"Ello Ello (feat. Body Language)","RAC","Strangers","2"
"Hollywood (feat. Penguin Prison)","RAC","Strangers","3"
"Cells","RAC","Strangers","4"
"Hard To Hold (feat. Tegan and Sara)","RAC","Strangers","5"
"Tourist (feat. Tokyo Police Club)","RAC","Strangers","6"
"Tear You Down (feat. Alex Ebert)","RAC","Strangers","7"
"Sixteen","RAC","Strangers","8"
"Seventeen (feat. Pink Feathers)","RAC","Strangers","9"
"Repeating Motion (feat. Karl Kling)","RAC","Strangers","10"
"All I Got (feat. Peter Moren)","RAC","Strangers","11"
"I Should've Guessed (feat. SPEAK)","RAC","Strangers","12"
"Ready For It (feat. St. Lucia)","RAC","Strangers","13"
"405 (feat. YACHT)","RAC","Strangers","14"
"We Belong (feat. Katie Herzig)","RAC","Strangers","15"
"Cheap Sunglasses (feat. Matthew Koma)","RAC","Strangers","16"
"Better At Making Time","De Lux","Voyage","1"
"Moments","De Lux","Voyage","2"
"I've Got To Make A Solid Statement (No More Likes And Ums)","De Lux","Voyage","3"
"Love Is A Phase","De Lux","Voyage","4"
"On The Day","De Lux","Voyage","5"
"Make Space","De Lux","Voyage","6"
"Sometimes Your Friends Are Not Your Friends","De Lux","Voyage","7"
"Brighter End of Dark","De Lux","Voyage","8"
"It All Works All The Time","De Lux","Voyage","9"
"Chariots of the Gods (feat. Rockets)","Duck Sauce","Quack","1"
"Charlie Chazz & Rappin Ralph","Duck Sauce","Quack","2"
"It's You","Duck Sauce","Quack","3"
"Goody Two Shoes","Duck Sauce","Quack","4"
"Radio Stereo","Duck Sauce","Quack","5"
"aNYway","Duck Sauce","Quack","6"
"NRG","Duck Sauce","Quack","7"
"Everyone (feat. Teddy Toothpick)","Duck Sauce","Quack","8"
"Ring Me","Duck Sauce","Quack","9"
"Barbra Streisand","Duck Sauce","Quack","10"
"Spandex","Duck Sauce","Quack","11"
"Time Waits For No-One","Duck Sauce","Quack","12"
"Hello","Oasis","(What's The Story) Morning Glory","1"
"Roll With It","Oasis","(What's The Story) Morning Glory","2"
"Wonderwall","Oasis","(What's The Story) Morning Glory","3"
"Don't Look Back In Anger","Oasis","(What's The Story) Morning Glory","4"
"Hey Now","Oasis","(What's The Story) Morning Glory","5"
"The Swamp Song [Version 1]","Oasis","(What's The Story) Morning Glory","6"
"Some Might Say","Oasis","(What's The Story) Morning Glory","7"
"Cast No Shadow","Oasis","(What's The Story) Morning Glory","8"
"She's Electric","Oasis","(What's The Story) Morning Glory","9"
"Morning Glory","Oasis","(What's The Story) Morning Glory","10"
"The Swamp Song [Version 2]","Oasis","(What's The Story) Morning Glory","11"
"Champagne Supernova","Oasis","(What's The Story) Morning Glory","12"
"Like Lust","Movement","MOVEMENT","1"
"Ivory","Movement","MOVEMENT","2"
"5:57","Movement","MOVEMENT","3"
"Control You","Movement","MOVEMENT","4"
"Us","Movement","MOVEMENT","5"
"Look Ahead","Future","Honest","1"
"T-Shirt","Future","Honest","2"
"Move That Dope","Future","Honest","3"
"My Momma","Future","Honest","4"
"Honest","Future","Honest","5"
"I Won","Future","Honest","6"
"Never Satisfied","Future","Honest","7"
"I Be U","Future","Honest","8"
"Covered N Money","Future","Honest","9"
"Special","Future","Honest","10"
"Benz Friendz (Whatchutola)","Future","Honest","11"
"Blood, Sweat, Tears","Future","Honest","12"
"Big Rube Speaks","Future","Honest","13"
"Side Effects","Future","Honest","14"
"I'll Be Yours","Future","Honest","15"
"How Can I Not","Future","Honest","16"
"Sh!t","Future","Honest","17"
"Karate Chop (Remix)","Future","Honest","18"
"Theme From Middle Of The Night","The Roots","...and then you shoot your cousin","1"
"Never","The Roots","...and then you shoot your cousin","2"
"When The People Cheer","The Roots","...and then you shoot your cousin","3"
"The Devil","The Roots","...and then you shoot your cousin","4"
"Black Rock","The Roots","...and then you shoot your cousin","5"
"Understand","The Roots","...and then you shoot your cousin","6"
"Dies Irae","The Roots","...and then you shoot your cousin","7"
"The Coming","The Roots","...and then you shoot your cousin","8"
"The Dark (Trinity)","The Roots","...and then you shoot your cousin","9"
"The Unraveling","The Roots","...and then you shoot your cousin","10"
"Tomorrow","The Roots","...and then you shoot your cousin","11"
"dance yrself clean (live at madison square garden)","LCD Soundsystem","the long goodbye (lcd soundsystem live at madison square garden)","1"
"drunk girls (live at madison square garden)","LCD Soundsystem","the long goodbye (lcd soundsystem live at madison square garden)","2"
"i can change (live at madison square garden)","LCD Soundsystem","the long goodbye (lcd soundsystem live at madison square garden)","3"
"time to get away (live at madison square garden)","LCD Soundsystem","the long goodbye (lcd soundsystem live at madison square garden)","4"
"get innocuous! (live at madison square garden)","LCD Soundsystem","the long goodbye (lcd soundsystem live at madison square garden)","5"
"daft punk is playing at my house (live at madison square garden)","LCD Soundsystem","the long goodbye (lcd soundsystem live at madison square garden)","6"
"too much love (live at madison square garden)","LCD Soundsystem","the long goodbye (lcd soundsystem live at madison square garden)","7"
"all my friends (live at madison square garden)","LCD Soundsystem","the long goodbye (lcd soundsystem live at madison square garden)","8"
"tired / heart of the sunrise (live at madison square garden)","LCD Soundsystem","the long goodbye (lcd soundsystem live at madison square garden)","9"
"45:33 Intro (live at madison square garden)","LCD Soundsystem","the long goodbye (lcd soundsystem live at madison square garden)","10"
"you can't hide / shame on you (live at madison square garden)","LCD Soundsystem","the long goodbye (lcd soundsystem live at madison square garden)","11"
"sound of silver (live at madison square garden)","LCD Soundsystem","the long goodbye (lcd soundsystem live at madison square garden)","12"
"out in space (live at madison square garden)","LCD Soundsystem","the long goodbye (lcd soundsystem live at madison square garden)","13"
"ships talking (live at madison square garden)","LCD Soundsystem","the long goodbye (lcd soundsystem live at madison square garden)","14"
"freak out/starry eyes (live at madison square garden) (llve at madison square garden)","LCD Soundsystem","the long goodbye (lcd soundsystem live at madison square garden)","15"
"us v them (live at madison square garden)","LCD Soundsystem","the long goodbye (lcd soundsystem live at madison square garden)","16"
"north american scum (live at madison square garden)","LCD Soundsystem","the long goodbye (lcd soundsystem live at madison square garden)","17"
"bye bye bayou (live at madison square garden)","LCD Soundsystem","the long goodbye (lcd soundsystem live at madison square garden)","18"
"you wanted a hit (live at madison square garden)","LCD Soundsystem","the long goodbye (lcd soundsystem live at madison square garden)","19"
"tribulations (live at madison square garden)","LCD Soundsystem","the long goodbye (lcd soundsystem live at madison square garden)","20"
"movement (live at madison square garden)","LCD Soundsystem","the long goodbye (lcd soundsystem live at madison square garden)","21"
"yeah (live at madison square garden)","LCD Soundsystem","the long goodbye (lcd soundsystem live at madison square garden)","22"
"someone great (live at madison square garden)","LCD Soundsystem","the long goodbye (lcd soundsystem live at madison square garden)","23"
"losing my edge (live at madison square garden)","LCD Soundsystem","the long goodbye (lcd soundsystem live at madison square garden)","24"
"home (live at madison square garden)","LCD Soundsystem","the long goodbye (lcd soundsystem live at madison square garden)","25"
"all i want (live at madison square garden)","LCD Soundsystem","the long goodbye (lcd soundsystem live at madison square garden)","26"
"jump into the fire (live at madison square garden)","LCD Soundsystem","the long goodbye (lcd soundsystem live at madison square garden)","27"
"new york, i love you but you're bringing me down (live at madison square garden)","LCD Soundsystem","the long goodbye (lcd soundsystem live at madison square garden)","28"
"Stolen Dance","Milky Chance","Stolen Dance","1"
"Flip","Glass Animals","ZABA","1"
"Black Mambo","Glass Animals","ZABA","2"
"Pools","Glass Animals","ZABA","3"
"Gooey","Glass Animals","ZABA","4"
"Walla Walla","Glass Animals","ZABA","5"
"Intruxx","Glass Animals","ZABA","6"
"Hazey","Glass Animals","ZABA","7"
"Toes","Glass Animals","ZABA","8"
"Wyrd","Glass Animals","ZABA","9"
"Cocoa Hooves","Glass Animals","ZABA","10"
"JDNT","Glass Animals","ZABA","11"
"You Wish","Nightmares on Wax","N.O.W. Is The Time","1"
"Mind Eye","Nightmares on Wax","N.O.W. Is The Time","2"
"Argha Noah","Nightmares on Wax","N.O.W. Is The Time","3"
"Calling","Nightmares on Wax","N.O.W. Is The Time","4"
"Dreadoverboard","Nightmares on Wax","N.O.W. Is The Time","5"
"Thinking Of Omara","Nightmares on Wax","N.O.W. Is The Time","6"
"Be There","Nightmares on Wax","N.O.W. Is The Time","7"
"Les Nuits","Nightmares on Wax","N.O.W. Is The Time","8"
"Morse","Nightmares on Wax","N.O.W. Is The Time","9"
"I Am You (Live In Chicago)","Nightmares on Wax","N.O.W. Is The Time","10"
"Passion","Nightmares on Wax","N.O.W. Is The Time","11"
"Give Thx","Nightmares on Wax","N.O.W. Is The Time","12"
"195lbs","Nightmares on Wax","N.O.W. Is The Time","13"
"70s 80s","Nightmares on Wax","N.O.W. Is The Time","14"
"Flip Ya Lid","Nightmares on Wax","N.O.W. Is The Time","15"
"Be, I Do","Nightmares on Wax","N.O.W. Is The Time","16"
"(Man) Tha Journey","Nightmares on Wax","N.O.W. Is The Time","17"
"Now Is The Time","Nightmares on Wax","N.O.W. Is The Time","18"
"Bless My Soul","Nightmares on Wax","N.O.W. Is The Time","19"
"Da Feelin","Nightmares on Wax","N.O.W. Is The Time","20"
"African Pirates","Nightmares on Wax","N.O.W. Is The Time","21"
"Mega Donutz","Nightmares on Wax","N.O.W. Is The Time","22"
"Mission Venice","Nightmares on Wax","N.O.W. Is The Time","23"
"Dextrous","Nightmares on Wax","N.O.W. Is The Time","24"
"Aftermath","Nightmares on Wax","N.O.W. Is The Time","25"
"I'm For Real","Nightmares on Wax","N.O.W. Is The Time","26"
"Set Me Free (Piano Dub)","Nightmares on Wax","N.O.W. Is The Time","27"
"Nights Interlude","Nightmares on Wax","N.O.W. Is The Time","28"
"A Stillness","The Naked And Famous","In Rolling Waves (Deluxe)","1"
"Hearts Like Ours","The Naked And Famous","In Rolling Waves (Deluxe)","2"
"Waltz","The Naked And Famous","In Rolling Waves (Deluxe)","3"
"Rolling Waves","The Naked And Famous","In Rolling Waves (Deluxe)","4"
"The Mess","The Naked And Famous","In Rolling Waves (Deluxe)","5"
"Grow Old","The Naked And Famous","In Rolling Waves (Deluxe)","6"
"Golden Girl","The Naked And Famous","In Rolling Waves (Deluxe)","7"
"I Kill Giants","The Naked And Famous","In Rolling Waves (Deluxe)","8"
"What We Want","The Naked And Famous","In Rolling Waves (Deluxe)","9"
"We Are Leaving","The Naked And Famous","In Rolling Waves (Deluxe)","10"
"To Move With Purpose","The Naked And Famous","In Rolling Waves (Deluxe)","11"
"A Small Reunion","The Naked And Famous","In Rolling Waves (Deluxe)","12"
"Hearts Like Ours (Sombear Vs The Naked And Famous)","The Naked And Famous","In Rolling Waves (Deluxe)","13"
"I Kill Giants (Big Black Delta Remix)","The Naked And Famous","In Rolling Waves (Deluxe)","14"
"Waltz (The Sight Below Remix)","The Naked And Famous","In Rolling Waves (Deluxe)","15"
"Hearts Like Ours (The Drunken Apaches Remix)","The Naked And Famous","In Rolling Waves (Deluxe)","16"
"Rolling Waves","The Naked And Famous","In Rolling Waves (Deluxe)","17"
"A Stillness (Ducky Remix)","The Naked And Famous","In Rolling Waves (Deluxe)","18"
"Hearts Like Ours (Sombear Remix)","The Naked And Famous","In Rolling Waves (Deluxe)","19"
"What We Want","The Naked And Famous","In Rolling Waves (Deluxe)","20"
"I Kill Giants (Kele Remix)","The Naked And Famous","In Rolling Waves (Deluxe)","21"
"Hearts Like Ours (MS MR Remix)","The Naked And Famous","In Rolling Waves (Deluxe)","22"
"What We Want (Maya Postepski Remix)","The Naked And Famous","In Rolling Waves (Deluxe)","23"
"A Small Reunion","The Naked And Famous","In Rolling Waves (Deluxe)","24"
"Following Morning","The Naked And Famous","In Rolling Waves (Deluxe)","25"
"The Neighborhood","Common","Nobody's Smiling (Deluxe)","1"
"No Fear","Common","Nobody's Smiling (Deluxe)","2"
"Diamonds","Common","Nobody's Smiling (Deluxe)","3"
"Blak Majik","Common","Nobody's Smiling (Deluxe)","4"
"Speak My Piece","Common","Nobody's Smiling (Deluxe)","5"
"Hustle Harder","Common","Nobody's Smiling (Deluxe)","6"
"Nobody's Smiling","Common","Nobody's Smiling (Deluxe)","7"
"Real","Common","Nobody's Smiling (Deluxe)","8"
"Kingdom","Common","Nobody's Smiling (Deluxe)","9"
"Rewind That","Common","Nobody's Smiling (Deluxe)","10"
"Out On Bond","Common","Nobody's Smiling (Deluxe)","11"
"7 Deadly Sins","Common","Nobody's Smiling (Deluxe)","12"
"Young Hearts Run Free","Common","Nobody's Smiling (Deluxe)","13"
"Still Life","Slow Magic","How To Run Away","1"
"Girls","Slow Magic","How To Run Away","2"
"Waited 4 U","Slow Magic","How To Run Away","3"
"Hold Still","Slow Magic","How To Run Away","4"
"Youth Group","Slow Magic","How To Run Away","5"
"Let U Go","Slow Magic","How To Run Away","6"
"Manhattan","Slow Magic","How To Run Away","7"
"On Yr Side","Slow Magic","How To Run Away","8"
"Bear Dance","Slow Magic","How To Run Away","9"
"Closer","Slow Magic","How To Run Away","10"
"Born Slippy (Nuxx) (Live / Brussels, Belgium / 1999)","Underworld","Everything, Everything (Live)","7"
"Rent I Pay","Spoon","They Want My Soul","1"
"Inside Out","Spoon","They Want My Soul","2"
"Rainy Taxi","Spoon","They Want My Soul","3"
"Do You","Spoon","They Want My Soul","4"
"Knock Knock Knock","Spoon","They Want My Soul","5"
"Outlier","Spoon","They Want My Soul","6"
"They Want My Soul","Spoon","They Want My Soul","7"
"I Just Don't Understand","Spoon","They Want My Soul","8"
"Let Me Be Mine","Spoon","They Want My Soul","9"
"New York Kiss","Spoon","They Want My Soul","10"
"I Love You Money","Lowell","We Loved Her Dearly","9"
"Cigarette Song","Raury","Cigarette Song","1"
"Always This Late","Odesza","In Return","1"
"Say My Name (feat. Zyra)","Odesza","In Return","2"
"Bloom","Odesza","In Return","3"
"Sundara","Odesza","In Return","5"
"White Lies (feat. Jenni Potts)","Odesza","In Return","6"
"Kusanagi","Odesza","In Return","7"
"Echoes (feat. Py)","Odesza","In Return","8"
"It’s Only (feat. Zyra)","Odesza","In Return","9"
"Koto","Odesza","In Return","10"
"Memories That You Call (feat. Monsoonsiren)","Odesza","In Return","11"
"Sun Models (feat. Madelyn Grant)","Odesza","In Return","12"
"For Us (feat. Briana Marela)","Odesza","In Return","13"
"Riptide","Vance Joy","Dream Your Life Away","4"
"Promises","Ryn Weaver","Promises","1"
"OctaHate","Ryn Weaver","Promises","2"
"Violent Shiver","Benjamin Booker","Benjamin Booker","1"
"Always Waiting","Benjamin Booker","Benjamin Booker","2"
"Chippewa","Benjamin Booker","Benjamin Booker","3"
"Slow Coming","Benjamin Booker","Benjamin Booker","4"
"Wicked Waters","Benjamin Booker","Benjamin Booker","5"
"Have You Seen My Son?","Benjamin Booker","Benjamin Booker","6"
"Spoon Out My Eyeballs","Benjamin Booker","Benjamin Booker","7"
"Happy Homes","Benjamin Booker","Benjamin Booker","8"
"I Thought I Heard You Screaming","Benjamin Booker","Benjamin Booker","9"
"Old Hearts","Benjamin Booker","Benjamin Booker","10"
"Kids Never Grow Older","Benjamin Booker","Benjamin Booker","11"
"By The Evening","Benjamin Booker","Benjamin Booker","12"
"God Is Love","U-God","Dopium","2"
"Lipton","U-God","Dopium","4"
"Coke","U-God","Dopium","5"
"Magnum Force","U-God","Dopium","6"
"Wu-Tang","U-God","Dopium","8"
"Dopium","U-God","Dopium","9"
"Rims Pokin' Out","U-God","Dopium","10"
"New Classic","U-God","Dopium","11"
"Stomp da Roach (The Bloody Beetroots Remix)","U-God","Dopium","12"
"Dopium (Yusek Remix)","U-God","Dopium","13"
"Hips (Felix Cartel Remix)","U-God","Dopium","14"
"Coke (DZ Remix)","U-God","Dopium","15"
"Wu-Tang (DZ Remix)","U-God","Dopium","16"
"Retrospect for Life","Common","One Day It'll All Make Sense","4"
"Super Lyrical","Big Pun","Capital Punishment (Explicit Version)","3"
"The Grain (featuring The RZA) (Explicit Version)","Ghostface Killah","Supreme Clientele","7"
"Homesick","Catfish and the Bottlemen","The Balcony","1"
"Kathleen","Catfish and the Bottlemen","The Balcony","2"
"Cocoon","Catfish and the Bottlemen","The Balcony","3"
"Fallout","Catfish and the Bottlemen","The Balcony","4"
"Pacifier","Catfish and the Bottlemen","The Balcony","5"
"Hourglass","Catfish and the Bottlemen","The Balcony","6"
"Business","Catfish and the Bottlemen","The Balcony","7"
"26","Catfish and the Bottlemen","The Balcony","8"
"Rango","Catfish and the Bottlemen","The Balcony","9"
"Sidewinder","Catfish and the Bottlemen","The Balcony","10"
"Tyrants","Catfish and the Bottlemen","The Balcony","11"
"Blockbuster Night Part 1","Run The Jewels","Blockbuster Night Part 1","1"
"Run the Jewels","Run The Jewels","Run the Jewels","1"
"Banana Clipper","Run The Jewels","Run the Jewels","2"
"36"" Chain","Run The Jewels","Run the Jewels","3"
"Ddfh","Run The Jewels","Run the Jewels","4"
"Sea Legs","Run The Jewels","Run the Jewels","5"
"Job Well Done","Run The Jewels","Run the Jewels","6"
"No Come Down","Run The Jewels","Run the Jewels","7"
"Get It","Run The Jewels","Run the Jewels","8"
"Twin Hype Back","Run The Jewels","Run the Jewels","9"
"See","Tycho","See Remix","1"
"See (Beacon Remix)","Tycho","See Remix","2"
"Dark & Long","Underworld","Dubnobasswithmyheadman (Super Deluxe / 20th Anniversary Remaster)","1"
"Mmm...Skyscraper I Love You","Underworld","Dubnobasswithmyheadman (Super Deluxe / 20th Anniversary Remaster)","2"
"Surfboy","Underworld","Dubnobasswithmyheadman (Super Deluxe / 20th Anniversary Remaster)","3"
"Spoonman","Underworld","Dubnobasswithmyheadman (Super Deluxe / 20th Anniversary Remaster)","4"
"Tongue","Underworld","Dubnobasswithmyheadman (Super Deluxe / 20th Anniversary Remaster)","5"
"Dirty Epic","Underworld","Dubnobasswithmyheadman (Super Deluxe / 20th Anniversary Remaster)","6"
"Cowgirl","Underworld","Dubnobasswithmyheadman (Super Deluxe / 20th Anniversary Remaster)","7"
"River Of Bass","Underworld","Dubnobasswithmyheadman (Super Deluxe / 20th Anniversary Remaster)","8"
"M.E.","Underworld","Dubnobasswithmyheadman (Super Deluxe / 20th Anniversary Remaster)","9"
"The Hump (Wild Beast)","Underworld","Dubnobasswithmyheadman (Super Deluxe / 20th Anniversary Remaster)","10"
"Eclipse","Underworld","Dubnobasswithmyheadman (Super Deluxe / 20th Anniversary Remaster)","11"
"Rez","Underworld","Dubnobasswithmyheadman (Super Deluxe / 20th Anniversary Remaster)","12"
"Dirty","Underworld","Dubnobasswithmyheadman (Super Deluxe / 20th Anniversary Remaster)","13"
"Dirty Guitar","Underworld","Dubnobasswithmyheadman (Super Deluxe / 20th Anniversary Remaster)","14"
"Dark & Long (Hall's Edit / Remastered)","Underworld","Dubnobasswithmyheadman (Super Deluxe / 20th Anniversary Remaster)","15"
"Dark & Long (Dark Train / Remastered)","Underworld","Dubnobasswithmyheadman (Super Deluxe / 20th Anniversary Remaster)","16"
"Spikee","Underworld","Dubnobasswithmyheadman (Super Deluxe / 20th Anniversary Remaster)","17"
"Mmm...Skyscraper I Love You (Jam Scraper / Remastered)","Underworld","Dubnobasswithmyheadman (Super Deluxe / 20th Anniversary Remaster)","18"
"Cowgirl (Irish Pub In Kyoto Mix / Remastered)","Underworld","Dubnobasswithmyheadman (Super Deluxe / 20th Anniversary Remaster)","19"
"Dark & Long (Most 'ospitable Mix / Remastered)","Underworld","Dubnobasswithmyheadman (Super Deluxe / 20th Anniversary Remaster)","20"
"Mmm...Skyscraper I Love You (Telegraph 16.11.92 / Remastered)","Underworld","Dubnobasswithmyheadman (Super Deluxe / 20th Anniversary Remaster)","21"
"Dark & Long (Burt's Mix / Remastered)","Underworld","Dubnobasswithmyheadman (Super Deluxe / 20th Anniversary Remaster)","22"
"Dogman Go Woof","Underworld","Dubnobasswithmyheadman (Super Deluxe / 20th Anniversary Remaster)","23"
"Dark & Long (Thing In A Book Mix / Remastered)","Underworld","Dubnobasswithmyheadman (Super Deluxe / 20th Anniversary Remaster)","24"
"Concord (3 Comp75 Id9 A1771 Aug 93A / Remastered)","Underworld","Dubnobasswithmyheadman (Super Deluxe / 20th Anniversary Remaster)","25"
"Dark & Long (1st Ruff Id3 A1551 2 / Remastered)","Underworld","Dubnobasswithmyheadman (Super Deluxe / 20th Anniversary Remaster)","26"
"Mmm...Skyscraper I Love You (A1765 Sky Version Id4. Harmone6 COMP43 / Remastered)","Underworld","Dubnobasswithmyheadman (Super Deluxe / 20th Anniversary Remaster)","27"
"Mmm...Skyscraper I Love You (After Sky id6 1551 2 / Remastered)","Underworld","Dubnobasswithmyheadman (Super Deluxe / 20th Anniversary Remaster)","28"
"Can You Feel Me? (From A4796 / Remastered)","Underworld","Dubnobasswithmyheadman (Super Deluxe / 20th Anniversary Remaster)","29"
"Birdstar (A1558 Nov 92B.1 / Remastered)","Underworld","Dubnobasswithmyheadman (Super Deluxe / 20th Anniversary Remaster)","30"
"Dirty Epic (Dirty Ambi Piano A1764 Oct 91 / Remastered)","Underworld","Dubnobasswithmyheadman (Super Deluxe / 20th Anniversary Remaster)","31"
